"timestamp","id","type","alarm_status","cpu_usage","memory_usage","latency_avg","packet_loss_rate","is_overloaded"
"2025-06-29T21:03:54.642Z","AMF_004","Node","GREEN",0.71,54.08,24.91,1.96,false
"2025-06-29T21:03:54.642Z","gNB_001","Node","YELLOW",62.65,64.11,27.79,2.34,false
"2025-06-29T21:03:54.642Z","gNB_012","Node","GREEN",0,62.71,23.33,1.78,false
"2025-06-29T21:03:54.642Z","gNB_002","Node","GREEN",0,26,24.84,1.96,false
"2025-06-29T21:03:54.642Z","FIREWALL_001","Node","GREEN",9.65,17.84,14.5,0.91,false
"2025-06-29T21:03:54.642Z","AMF_002","Node","YELLOW",61.56,29.53,27.64,1.42,false
"2025-06-29T21:03:54.642Z","gNB_003","Node","YELLOW",66.73,60.14,25.59,1.37,false
"2025-06-29T21:03:54.642Z","gNB_004","Node","GREEN",12.44,65.39,16.98,1.42,false
"2025-06-29T21:03:54.642Z","FIREWALL_005","Node","GREEN",0,41.02,10.28,1.02,false
"2025-06-29T21:03:54.642Z","gNB_005","Node","YELLOW",75.01,41.59,23.17,1.5,false
"2025-06-29T21:03:54.642Z","AMF_001","Node","GREEN",2.37,34.25,12.17,0.65,false
"2025-06-29T21:03:54.642Z","MONITOR_004","Node","YELLOW",17.83,40.23,27.39,1.43,false
"2025-06-29T21:03:54.642Z","gNB_009","Node","GREEN",1.84,54.12,14.91,1.29,false
"2025-06-29T21:03:54.642Z","gNB_006","Node","YELLOW",74.78,46.29,11.33,1.54,false
"2025-06-29T21:03:54.642Z","gNB_007","Node","YELLOW",74.78,22.97,19.6,1.47,false
"2025-06-29T21:03:54.642Z","UPF_001","Node","YELLOW",25.09,34.78,25.07,1.89,false
"2025-06-29T21:03:54.642Z","gNB_008","Node","GREEN",0,23.69,21.89,1.79,false
"2025-06-29T21:03:54.642Z","MONITOR_003","Node","YELLOW",20.21,27.54,27.87,1.74,false
"2025-06-29T21:03:54.642Z","EDGE_DC_004","Node","GREEN",36.82,64.36,24.05,1.23,false
"2025-06-29T21:03:54.642Z","EDGE_DC_006","Node","GREEN",0,28.14,10.21,1.34,false
"2025-06-29T21:03:54.642Z","AMF_007","Node","YELLOW",0,46.63,25.75,2.26,false
"2025-06-29T21:03:54.642Z","gNB_010","Node","YELLOW",0,30.9,25.04,1.49,false
"2025-06-29T21:03:54.642Z","gNB_013","Node","GREEN",45.13,21.2,10.95,1.02,false
"2025-06-29T21:03:54.642Z","SMF_003","Node","GREEN",0,45.29,19.82,1.18,false
"2025-06-29T21:03:54.642Z","CORE_DC_003","Node","YELLOW",11.34,24.58,26.49,1.4,false
"2025-06-29T21:03:54.642Z","gNB_014","Node","GREEN",60.02,60.29,14.7,1.13,false
"2025-06-29T21:03:54.642Z","UPF_010","Node","GREEN",14.67,39.28,17.02,1.4,false
"2025-06-29T21:03:54.642Z","gNB_015","Node","YELLOW",76.16,59.69,26.26,2.19,false
"2025-06-29T21:03:54.642Z","gNB_017","Node","GREEN",59.71,42.28,16.77,1.68,false
"2025-06-29T21:03:54.642Z","AMF_003","Node","YELLOW",19.55,17.23,29.95,2.45,false
"2025-06-29T21:03:54.642Z","gNB_016","Node","GREEN",0,16.37,18.54,1,false
"2025-06-29T21:03:54.642Z","AMF_008","Node","YELLOW",1.81,35,25.03,1.59,false
"2025-06-29T21:03:54.642Z","gNB_018","Node","YELLOW",73.63,48.68,25.77,2.13,false
"2025-06-29T21:03:54.642Z","UPF_003","Node","GREEN",56.28,69.67,16.48,0.97,false
"2025-06-29T21:03:54.642Z","SMF_002","Node","GREEN",21.85,47.19,12.44,1.15,false
"2025-06-29T21:03:54.642Z","gNB_020","Node","YELLOW",76.16,75.94,27.64,2.21,false
"2025-06-29T21:03:54.642Z","gNB_019","Node","YELLOW",1.81,23.29,26.96,1.83,false
"2025-06-29T21:03:54.642Z","UPF_002","Node","YELLOW",12.35,22.11,26.97,2.01,false
"2025-06-29T21:03:54.642Z","EDGE_DC_003","Node","YELLOW",0,40.58,39,2.9,false
"2025-06-29T21:03:54.642Z","EDGE_DC_005","Node","GREEN",10.05,61.68,20.38,1.32,false
"2025-06-29T21:03:54.642Z","MONITOR_002","Node","RED",0,50.58,50.04,3.1,false
"2025-06-29T21:03:54.642Z","UPF_004","Node","YELLOW",75.01,76.87,23.88,1.88,false
"2025-06-29T21:03:54.642Z","UPF_008","Node","YELLOW",0,13.11,26.15,1.45,false
"2025-06-29T21:03:54.642Z","UPF_005","Node","GREEN",3.36,41.8,13.68,1.24,false
"2025-06-29T21:03:54.642Z","UPF_006","Node","YELLOW",67.89,20.65,25.33,1.87,false
"2025-06-29T21:03:54.642Z","SMF_006","Node","GREEN",40.6,23,10.48,0.55,false
"2025-06-29T21:03:54.642Z","SMF_007","Node","YELLOW",75.7,59.11,14.26,0.78,false
"2025-06-29T21:03:54.642Z","UPF_009","Node","GREEN",0,37.62,20.89,1.58,false
"2025-06-29T21:03:54.642Z","UPF_007","Node","GREEN",18.2,48.52,12.33,0.84,false
"2025-06-29T21:03:54.642Z","AMF_005","Node","GREEN",0,64.74,20.48,1.07,false
"2025-06-29T21:03:54.642Z","CORE_DC_001","Node","YELLOW",71.31,40.05,27.22,2.35,false
"2025-06-29T21:03:54.642Z","AMF_006","Node","GREEN",56.77,46.34,14.67,1.39,false
"2025-06-29T21:03:54.642Z","CORE_DC_004","Node","YELLOW",58.01,40.93,27.5,2.12,false
"2025-06-29T21:03:54.642Z","gNB_011","Node","GREEN",42.98,53.84,13.65,1.08,false
"2025-06-29T21:03:54.642Z","SMF_001","Node","GREEN",44.59,51.25,17.74,1.49,false
"2025-06-29T21:03:54.642Z","FIREWALL_004","Node","YELLOW",2.42,59.88,49.78,2.64,false
"2025-06-29T21:03:54.642Z","SMF_004","Node","YELLOW",10.35,41.74,28.23,2.15,false
"2025-06-29T21:03:54.642Z","CORE_DC_002","Node","GREEN",0,5.15,23.6,2.09,false
"2025-06-29T21:03:54.642Z","SMF_005","Node","YELLOW",21.08,35.34,45.77,2.48,false
"2025-06-29T21:03:54.642Z","EDGE_DC_001","Node","GREEN",0,43.58,20.42,1.29,false
"2025-06-29T21:03:54.642Z","EDGE_DC_002","Node","GREEN",36.87,46.25,20.88,1.12,false
"2025-06-29T21:03:54.642Z","FIREWALL_002","Node","GREEN",0,39.43,18.93,1.07,false
"2025-06-29T21:03:54.642Z","MONITOR_005","Node","YELLOW",72.69,59.89,20.36,1.52,false
"2025-06-29T21:03:54.642Z","EDGE_DC_007","Node","GREEN",0,22,23.34,1.6,false
"2025-06-29T21:03:54.642Z","EDGE_DC_008","Node","GREEN",21.5,66.51,15.37,1.43,false
"2025-06-29T21:03:54.642Z","MONITOR_001","Node","GREEN",50.01,41.92,12.13,1.46,false
"2025-06-29T21:03:54.642Z","FIREWALL_003","Node","GREEN",19.82,18.88,21.7,2,false
"2025-06-29T21:03:55.651Z","AMF_004","Node","GREEN",0,54.71,17.39,1.72,false
"2025-06-29T21:03:55.651Z","gNB_001","Node","YELLOW",61.95,65.01,29.23,1.74,false
"2025-06-29T21:03:55.651Z","gNB_012","Node","YELLOW",0,62.05,25.62,2.09,false
"2025-06-29T21:03:55.651Z","gNB_002","Node","YELLOW",0,25.17,27.34,1.5,false
"2025-06-29T21:03:55.651Z","FIREWALL_001","Node","GREEN",8.71,18.65,22.13,1.52,false
"2025-06-29T21:03:55.651Z","AMF_002","Node","YELLOW",61.04,30.37,25.03,1.99,false
"2025-06-29T21:03:55.651Z","gNB_003","Node","YELLOW",66.16,60.7,25.49,1.69,false
"2025-06-29T21:03:55.651Z","gNB_004","Node","GREEN",11.41,65.2,22.01,2.09,false
"2025-06-29T21:03:55.651Z","FIREWALL_005","Node","YELLOW",0,41.35,44.46,3.17,false
"2025-06-29T21:03:55.651Z","gNB_005","Node","YELLOW",74.57,41.03,24.63,1.44,false
"2025-06-29T21:03:55.651Z","AMF_001","Node","YELLOW",1.49,34.14,25.63,1.3,false
"2025-06-29T21:03:55.651Z","MONITOR_004","Node","GREEN",17.05,40.46,17.3,1.71,false
"2025-06-29T21:03:55.651Z","gNB_009","Node","GREEN",0.92,54.96,10.17,0.88,false
"2025-06-29T21:03:55.651Z","gNB_006","Node","YELLOW",74.33,45.92,27.17,1.93,false
"2025-06-29T21:03:55.651Z","gNB_007","Node","YELLOW",74.33,22.96,10.9,1.29,false
"2025-06-29T21:03:55.651Z","UPF_001","Node","YELLOW",24.33,34.19,29.41,1.94,false
"2025-06-29T21:03:55.651Z","gNB_008","Node","YELLOW",0,22.7,25.45,1.78,false
"2025-06-29T21:03:55.651Z","MONITOR_003","Node","YELLOW",19.37,28.54,27.01,2.01,false
"2025-06-29T21:03:55.651Z","EDGE_DC_004","Node","GREEN",36.24,64.24,19.9,1.28,false
"2025-06-29T21:03:55.651Z","EDGE_DC_006","Node","YELLOW",0,28.32,27.44,1.5,false
"2025-06-29T21:03:55.651Z","AMF_007","Node","GREEN",0,47.29,11,1.07,false
"2025-06-29T21:03:55.651Z","gNB_010","Node","GREEN",0,30.52,24.3,1.6,false
"2025-06-29T21:03:55.651Z","gNB_013","Node","GREEN",44.4,21.35,17.87,1.36,false
"2025-06-29T21:03:55.651Z","SMF_003","Node","GREEN",0,44.44,20.82,1.25,false
"2025-06-29T21:03:55.651Z","CORE_DC_003","Node","GREEN",10.26,24.83,14.75,1.7,false
"2025-06-29T21:03:55.651Z","gNB_014","Node","RED",59.44,59.92,55.34,3.5,false
"2025-06-29T21:03:55.651Z","UPF_010","Node","YELLOW",13.83,39.52,27.76,1.75,false
"2025-06-29T21:03:55.651Z","gNB_015","Node","YELLOW",75.77,59.51,14.68,1,false
"2025-06-29T21:03:55.651Z","gNB_017","Node","GREEN",59.01,42.01,11.12,1.23,false
"2025-06-29T21:03:55.651Z","AMF_003","Node","GREEN",18.82,17.28,17.14,1.57,false
"2025-06-29T21:03:55.651Z","gNB_016","Node","GREEN",0,15.47,16.39,1.02,false
"2025-06-29T21:03:55.651Z","AMF_008","Node","GREEN",0.92,35.47,22.02,1.48,false
"2025-06-29T21:03:55.651Z","gNB_018","Node","YELLOW",73.13,49.56,23.31,1.79,false
"2025-06-29T21:03:55.651Z","UPF_003","Node","GREEN",55.59,70.1,24.71,1.69,false
"2025-06-29T21:03:55.651Z","SMF_002","Node","GREEN",21.14,47.26,22.17,2.06,false
"2025-06-29T21:03:55.651Z","gNB_020","Node","YELLOW",75.77,75.77,29.28,1.49,false
"2025-06-29T21:03:55.651Z","gNB_019","Node","GREEN",0.92,22.83,24.3,1.77,false
"2025-06-29T21:03:55.651Z","UPF_002","Node","GREEN",11.33,21.59,20.55,1.62,false
"2025-06-29T21:03:55.651Z","EDGE_DC_003","Node","GREEN",0,40.65,22.33,2.11,false
"2025-06-29T21:03:55.651Z","EDGE_DC_005","Node","GREEN",9.03,61.15,11.41,0.95,false
"2025-06-29T21:03:55.651Z","MONITOR_002","Node","YELLOW",0,51.17,27.02,1.45,false
"2025-06-29T21:03:55.651Z","UPF_004","Node","YELLOW",74.57,76.08,11.47,1.25,false
