"timestamp","id","type","alarm_status","cpu_usage","memory_usage","latency_avg","packet_loss_rate","is_overloaded"
"2025-06-29T21:05:02.270Z","AMF_004","Node","GREEN",0.7,50.66,12.27,1.06,false
"2025-06-29T21:05:02.270Z","gNB_001","Node","YELLOW",68.74,62.97,26.13,1.61,false
"2025-06-29T21:05:02.270Z","gNB_012","Node","GREEN",0.35,68.79,15.18,1.53,false
"2025-06-29T21:05:02.270Z","gNB_002","Node","GREEN",0.1,24.32,17.32,0.89,false
"2025-06-29T21:05:02.270Z","FIREWALL_001","Node","GREEN",4.07,20.25,15.17,0.77,false
"2025-06-29T21:05:02.270Z","AMF_002","Node","YELLOW",74.34,30.82,23.36,1.81,false
"2025-06-29T21:05:02.270Z","gNB_003","Node","YELLOW",72.79,58.63,16.85,1.15,false
"2025-06-29T21:05:02.270Z","gNB_004","Node","GREEN",0.83,60.57,10.55,0.92,false
"2025-06-29T21:05:02.270Z","FIREWALL_005","Node","GREEN",0.13,42.73,15.48,1.6,false
"2025-06-29T21:05:02.270Z","gNB_005","Node","YELLOW",76.78,42.36,21.42,1.28,false
"2025-06-29T21:05:02.270Z","AMF_001","Node","GREEN",0.84,36.65,24.32,1.52,false
"2025-06-29T21:05:02.270Z","MONITOR_004","Node","GREEN",22.97,39.95,15.52,1.44,false
"2025-06-29T21:05:02.270Z","gNB_009","Node","GREEN",0.67,47.94,20.75,2.03,false
"2025-06-29T21:05:02.270Z","gNB_006","Node","YELLOW",76.48,53.17,28.94,1.46,false
"2025-06-29T21:05:02.270Z","gNB_007","Node","YELLOW",76.48,29.93,27.02,1.64,false
"2025-06-29T21:05:02.270Z","UPF_001","Node","YELLOW",31.57,30.34,25.06,1.52,false
"2025-06-29T21:05:02.270Z","gNB_008","Node","YELLOW",0.55,26.37,28.75,2.31,false
"2025-06-29T21:05:02.270Z","MONITOR_003","Node","GREEN",21.33,30.53,16.18,0.88,false
"2025-06-29T21:05:02.270Z","EDGE_DC_004","Node","GREEN",55.35,66.63,16.53,0.88,false
"2025-06-29T21:05:02.270Z","EDGE_DC_006","Node","GREEN",0.08,30.08,23,1.9,false
"2025-06-29T21:05:02.270Z","AMF_007","Node","YELLOW",0.16,47.38,49.93,3.34,false
"2025-06-29T21:05:02.270Z","gNB_010","Node","GREEN",0.04,31.62,21.63,1.36,false
"2025-06-29T21:05:02.270Z","gNB_013","Node","GREEN",53.62,25.58,10.55,0.76,false
"2025-06-29T21:05:02.270Z","SMF_003","Node","GREEN",0.06,43.11,12.26,0.83,false
"2025-06-29T21:05:02.270Z","CORE_DC_003","Node","GREEN",0.33,17.42,10.3,1.29,false
"2025-06-29T21:05:02.270Z","gNB_014","Node","YELLOW",72.48,64.15,10.27,1.46,false
"2025-06-29T21:05:02.270Z","UPF_010","Node","GREEN",15.79,42,11.2,0.99,false
"2025-06-29T21:05:02.270Z","gNB_015","Node","YELLOW",78.28,66.36,24.2,1.58,false
"2025-06-29T21:05:02.270Z","gNB_017","Node","GREEN",68.74,45.47,23.72,1.3,false
"2025-06-29T21:05:02.270Z","AMF_003","Node","GREEN",28.04,14.48,17.93,0.97,false
"2025-06-29T21:05:02.270Z","gNB_016","Node","YELLOW",0,15.92,25.69,1.83,false
"2025-06-29T21:05:02.270Z","AMF_008","Node","GREEN",0.76,29.43,24.98,1.62,false
"2025-06-29T21:05:02.270Z","gNB_018","Node","YELLOW",74.96,48.11,25.56,2.1,false
"2025-06-29T21:05:02.270Z","UPF_003","Node","GREEN",67.45,72.75,12.52,1.07,false
"2025-06-29T21:05:02.270Z","SMF_002","Node","YELLOW",31.68,44.61,27.96,1.66,false
"2025-06-29T21:05:02.270Z","gNB_020","Node","YELLOW",78.28,83.79,16.38,0.95,false
"2025-06-29T21:05:02.270Z","gNB_019","Node","GREEN",0.76,21.6,14.61,1.64,false
"2025-06-29T21:05:02.270Z","UPF_002","Node","YELLOW",1.41,22.78,29.39,1.59,false
"2025-06-29T21:05:02.270Z","EDGE_DC_003","Node","YELLOW",0.33,37.82,26.55,2.28,false
"2025-06-29T21:05:02.270Z","EDGE_DC_005","Node","GREEN",0.45,60.95,12.73,0.77,false
"2025-06-29T21:05:02.270Z","MONITOR_002","Node","YELLOW",0.07,47.09,29.68,1.86,false
"2025-06-29T21:05:02.270Z","UPF_004","Node","YELLOW",76.78,86.78,28.39,1.83,false
"2025-06-29T21:05:02.270Z","UPF_008","Node","GREEN",0.06,12.86,11.18,1.07,false
"2025-06-29T21:05:02.270Z","UPF_005","Node","GREEN",0.61,34.6,10.68,1.44,false
"2025-06-29T21:05:02.270Z","UPF_006","Node","YELLOW",72.17,20.26,26.22,1.9,false
"2025-06-29T21:05:02.270Z","SMF_006","Node","YELLOW",59.81,20.9,25.64,2.12,false
"2025-06-29T21:05:02.270Z","SMF_007","Node","YELLOW",77.68,51.61,22.14,1.28,false
"2025-06-29T21:05:02.270Z","UPF_009","Node","YELLOW",0.18,34.52,29.92,2.29,false
"2025-06-29T21:05:02.270Z","UPF_007","Node","GREEN",19.99,41.27,13.77,1.19,false
"2025-06-29T21:05:02.270Z","AMF_005","Node","GREEN",0,67.55,12.44,0.7,false
"2025-06-29T21:05:02.270Z","CORE_DC_001","Node","YELLOW",71.86,38.19,17.08,1.32,false
"2025-06-29T21:05:02.270Z","AMF_006","Node","YELLOW",76.48,48.07,17,1.21,false
"2025-06-29T21:05:02.270Z","CORE_DC_004","Node","GREEN",64.49,45.39,13.74,0.85,false
"2025-06-29T21:05:02.270Z","gNB_011","Node","GREEN",48.12,55.92,13.8,0.99,false
"2025-06-29T21:05:02.270Z","SMF_001","Node","YELLOW",62.46,50.03,27.91,1.48,false
"2025-06-29T21:05:02.270Z","FIREWALL_004","Node","GREEN",0.49,57.07,18.99,1.56,false
"2025-06-29T21:05:02.270Z","SMF_004","Node","GREEN",13.48,43.8,11.07,1.07,false
"2025-06-29T21:05:02.270Z","CORE_DC_002","Node","YELLOW",0.17,4.94,26.85,2.15,false
"2025-06-29T21:05:02.270Z","SMF_005","Node","GREEN",24.21,32.05,24.48,1.35,false
"2025-06-29T21:05:02.270Z","EDGE_DC_001","Node","YELLOW",0.1,46.11,27.59,1.51,false
"2025-06-29T21:05:02.270Z","EDGE_DC_002","Node","GREEN",54.74,50.26,11.53,1.02,false
"2025-06-29T21:05:02.270Z","FIREWALL_002","Node","GREEN",0.11,35.74,18.78,1.23,false
"2025-06-29T21:05:02.270Z","MONITOR_005","Node","YELLOW",78.58,63.33,22.33,2.04,false
