"timestamp","id","type","alarm_status","cpu_usage","memory_usage","latency_avg","packet_loss_rate","is_overloaded"
"2025-06-29T21:01:39.459Z","AMF_004","Node","GREEN",29.97,55.74,24.99,1.56,false
"2025-06-29T21:01:39.459Z","gNB_001","Node","YELLOW",64.6,59.83,26.33,2.11,false
"2025-06-29T21:01:39.459Z","gNB_012","Node","GREEN",49.1,59.94,16.61,1.66,false
"2025-06-29T21:01:39.459Z","gNB_002","Node","YELLOW",46.28,29.24,28.94,1.92,false
"2025-06-29T21:01:39.459Z","FIREWALL_001","Node","YELLOW",43.76,28.79,40.83,2.29,false
"2025-06-29T21:01:39.459Z","AMF_002","Node","GREEN",39.39,39.38,16.83,1.44,false
"2025-06-29T21:01:39.459Z","gNB_003","Node","YELLOW",51.26,51.47,28.43,2.06,false
"2025-06-29T21:01:39.459Z","gNB_004","Node","GREEN",58.61,59.94,18.92,1.37,false
"2025-06-29T21:01:39.459Z","FIREWALL_005","Node","GREEN",51.52,37.92,22.66,2.08,false
"2025-06-29T21:01:39.459Z","gNB_005","Node","GREEN",61.23,28,24.68,2,false
"2025-06-29T21:01:39.459Z","AMF_001","Node","GREEN",21.45,35.41,24.82,2.14,false
"2025-06-29T21:01:39.459Z","MONITOR_004","Node","GREEN",30.5,27.39,23.95,1.28,false
"2025-06-29T21:01:39.459Z","gNB_009","Node","YELLOW",33.27,51.73,49.67,2.83,false
"2025-06-29T21:01:39.459Z","gNB_006","Node","YELLOW",57.13,62.16,26.08,2.3,false
"2025-06-29T21:01:39.459Z","gNB_007","Node","GREEN",44.67,28.15,13.7,1.45,false
"2025-06-29T21:01:39.459Z","UPF_001","Node","YELLOW",35.08,32.7,25.01,1.65,false
"2025-06-29T21:01:39.459Z","gNB_008","Node","YELLOW",24.35,26.27,29.36,1.74,false
"2025-06-29T21:01:39.459Z","MONITOR_003","Node","GREEN",40.92,28.68,10.2,0.88,false
"2025-06-29T21:01:39.459Z","EDGE_DC_004","Node","YELLOW",19.26,64.78,29.7,1.56,false
"2025-06-29T21:01:39.459Z","EDGE_DC_006","Node","GREEN",24.32,35.99,20.74,1.31,false
"2025-06-29T21:01:39.459Z","AMF_007","Node","GREEN",34.02,47.69,10.04,0.7,false
"2025-06-29T21:01:39.459Z","gNB_010","Node","GREEN",28.9,28.56,17.23,1.77,false
"2025-06-29T21:01:39.459Z","gNB_013","Node","YELLOW",51.1,31.08,26.53,1.83,false
"2025-06-29T21:01:39.459Z","SMF_003","Node","GREEN",37.49,55.06,24.92,1.77,false
"2025-06-29T21:01:39.459Z","CORE_DC_003","Node","YELLOW",64.21,28.04,28.28,1.92,false
"2025-06-29T21:01:39.459Z","gNB_014","Node","GREEN",45.89,62.48,10.59,1.28,false
"2025-06-29T21:01:39.459Z","UPF_010","Node","GREEN",35.38,46.13,11.5,0.86,false
"2025-06-29T21:01:39.459Z","gNB_015","Node","GREEN",65.02,55.02,10.31,0.87,false
"2025-06-29T21:01:39.459Z","gNB_017","Node","GREEN",61.66,44.96,10.37,1.2,false
"2025-06-29T21:01:39.459Z","AMF_003","Node","YELLOW",23.13,22.2,29.59,1.62,false
"2025-06-29T21:01:39.459Z","gNB_016","Node","GREEN",25.06,29.9,24.19,1.4,false
"2025-06-29T21:01:39.459Z","AMF_008","Node","GREEN",19.59,35.56,15.35,1.24,false
"2025-06-29T21:01:39.459Z","gNB_018","Node","GREEN",51.12,47.45,10.28,1.11,false
"2025-06-29T21:01:39.459Z","UPF_003","Node","GREEN",56.89,68.58,17.71,0.96,false
"2025-06-29T21:01:39.459Z","SMF_002","Node","GREEN",21.8,57.13,23.14,1.19,false
"2025-06-29T21:01:39.459Z","gNB_020","Node","GREEN",66.19,68.89,19.61,1.56,false
"2025-06-29T21:01:39.459Z","gNB_019","Node","GREEN",26.42,24.75,17.12,1.6,false
"2025-06-29T21:01:39.459Z","UPF_002","Node","GREEN",57.18,24.93,16.96,0.97,false
"2025-06-29T21:01:39.459Z","EDGE_DC_003","Node","RED",37.26,45.41,72.05,4.06,false
"2025-06-29T21:01:39.459Z","EDGE_DC_005","Node","RED",54.88,62.84,62.6,3.45,false
"2025-06-29T21:01:39.459Z","MONITOR_002","Node","GREEN",62.64,59.02,10.74,0.64,false
"2025-06-29T21:01:39.459Z","UPF_004","Node","GREEN",58.61,64.26,16.91,1.67,false
"2025-06-29T21:01:39.459Z","UPF_008","Node","GREEN",33.54,20.33,12.82,0.8,false
"2025-06-29T21:01:39.459Z","UPF_005","Node","YELLOW",37.47,38.92,29.95,1.86,false
"2025-06-29T21:01:39.459Z","UPF_006","Node","YELLOW",55.1,22.46,28.57,1.6,false
"2025-06-29T21:01:39.459Z","SMF_006","Node","YELLOW",25.13,23.67,25.58,1.48,false
"2025-06-29T21:01:39.459Z","SMF_007","Node","GREEN",62.13,52.79,10.42,0.74,false
