"timestamp","source","target","latency_ms","bandwidth_mbps","cpu_source","cpu_target","mem_source","mem_target","packet_loss_rate","alarm_status_source","alarm_status_target","latency_avg_source","latency_avg_target"
"2025-06-29T20:55:02.960Z","AMF_004","gNB_001",16,1000,7.05,72.94,44.14,67.69,1.5,0,1,14.54,27.67
"2025-06-29T20:55:02.960Z","gNB_012","gNB_002",14,500,78.7,3.87,55.4,25.26,1.1099999999999999,1,0,15.2,11.25
"2025-06-29T20:55:02.960Z","FIREWALL_001","gNB_002",15,200,56.59,3.87,30.8,25.26,1.165,0,0,24.64,11.25
"2025-06-29T20:55:02.960Z","FIREWALL_001","gNB_002",17,500,56.59,3.87,30.8,25.26,1.165,0,0,24.64,11.25
"2025-06-29T20:55:02.960Z","AMF_002","gNB_003",18,1000,61.32,72.74,54.86,31.72,1.795,0,1,20.79,24.17
"2025-06-29T20:55:02.960Z","FIREWALL_001","gNB_004",26,100,56.59,27.82,30.8,73.48,1.5899999999999999,0,1,24.64,29.88
"2025-06-29T20:55:02.960Z","FIREWALL_005","gNB_004",46,50,56.91,27.82,38.25,73.48,2.98,2,1,63.39,29.88
"2025-06-29T20:55:02.960Z","gNB_002","gNB_005",16,500,3.87,28.26,25.26,53.35,1.115,0,0,11.25,20.52
"2025-06-29T20:55:02.960Z","AMF_001","gNB_005",25,500,78.7,28.26,49.14,53.35,1.89,1,0,39.57,20.52
"2025-06-29T20:55:02.960Z","MONITOR_004","gNB_005",21,200,20.88,28.26,68.89,53.35,1.1400000000000001,0,0,17.31,20.52
"2025-06-29T20:55:02.960Z","gNB_009","gNB_006",14,100,39.95,48.39,55.9,29.96,0.885,0,0,10.76,13.77
"2025-06-29T20:55:02.960Z","gNB_006","gNB_007",17,200,48.39,74.66,29.96,48.15,1.32,0,1,13.77,27.7
"2025-06-29T20:55:02.960Z","UPF_001","gNB_008",27,1000,0.14,73.06,71.17,34.27,1.685,0,1,23.68,23
