"timestamp","source","target","latency_ms","bandwidth_mbps","cpu_source","cpu_target","mem_source","mem_target","packet_loss_rate","alarm_status_source","alarm_status_target","latency_avg_source","latency_avg_target"
"2025-06-29T21:01:39.459Z","AMF_004","gNB_001",29,500,29.97,64.6,55.74,59.83,1.835,0,1,24.99,26.33
"2025-06-29T21:01:39.459Z","gNB_012","gNB_002",23,100,49.1,46.28,59.94,29.24,1.79,0,1,16.61,28.94
"2025-06-29T21:01:39.459Z","FIREWALL_001","gNB_002",32,200,43.76,46.28,28.79,29.24,2.105,1,1,40.83,28.94
"2025-06-29T21:01:39.459Z","FIREWALL_001","gNB_002",36,100,43.76,46.28,28.79,29.24,2.105,1,1,40.83,28.94
"2025-06-29T21:01:39.459Z","AMF_002","gNB_003",22,100,39.39,51.26,39.38,51.47,1.75,0,1,16.83,28.43
"2025-06-29T21:01:39.459Z","FIREWALL_001","gNB_004",27,500,43.76,58.61,28.79,59.94,1.83,1,0,40.83,18.92
"2025-06-29T21:01:39.459Z","FIREWALL_005","gNB_004",17,1000,51.52,58.61,37.92,59.94,1.725,0,0,22.66,18.92
"2025-06-29T21:01:39.459Z","gNB_002","gNB_005",23,1000,46.28,61.23,29.24,28,1.96,1,0,28.94,24.68
"2025-06-29T21:01:39.459Z","AMF_001","gNB_005",27,200,21.45,61.23,35.41,28,2.0700000000000003,0,0,24.82,24.68
"2025-06-29T21:01:39.459Z","MONITOR_004","gNB_005",25,500,30.5,61.23,27.39,28,1.6400000000000001,0,0,23.95,24.68
"2025-06-29T21:01:39.459Z","gNB_009","gNB_006",34,100,33.27,57.13,51.73,62.16,2.565,1,1,49.67,26.08
"2025-06-29T21:01:39.459Z","gNB_006","gNB_007",19,100,57.13,44.67,62.16,28.15,1.875,1,0,26.08,13.7
"2025-06-29T21:01:39.459Z","UPF_001","gNB_008",26,500,35.08,24.35,32.7,26.27,1.6949999999999998,1,1,25.01,29.36
"2025-06-29T21:01:39.459Z","MONITOR_003","gNB_008",19,500,40.92,24.35,28.68,26.27,1.31,0,1,10.2,29.36
"2025-06-29T21:01:39.459Z","gNB_012","gNB_009",30,50,49.1,33.27,59.94,51.73,2.245,0,1,16.61,49.67
"2025-06-29T21:01:39.459Z","EDGE_DC_004","gNB_009",42,50,19.26,33.27,64.78,51.73,2.1950000000000003,1,1,29.7,49.67
"2025-06-29T21:01:39.459Z","EDGE_DC_006","gNB_009",33,100,24.32,33.27,35.99,51.73,2.0700000000000003,0,1,20.74,49.67
"2025-06-29T21:01:39.459Z","FIREWALL_005","gNB_009",38,100,51.52,33.27,37.92,51.73,2.455,0,1,22.66,49.67
"2025-06-29T21:01:39.459Z","FIREWALL_005","gNB_009",31,500,51.52,33.27,37.92,51.73,2.455,0,1,22.66,49.67
"2025-06-29T21:01:39.459Z","AMF_007","gNB_010",9,100,34.02,28.9,47.69,28.56,1.2349999999999999,0,0,10.04,17.23
"2025-06-29T21:01:39.459Z","gNB_013","gNB_012",22,1000,51.1,49.1,31.08,59.94,1.745,1,0,26.53,16.61
"2025-06-29T21:01:39.459Z","SMF_003","gNB_012",24,500,37.49,49.1,55.06,59.94,1.7149999999999999,0,0,24.92,16.61
"2025-06-29T21:01:39.459Z","CORE_DC_003","gNB_012",19,500,64.21,49.1,28.04,59.94,1.79,1,0,28.28,16.61
"2025-06-29T21:01:39.459Z","gNB_009","gNB_013",40,500,33.27,51.1,51.73,31.08,2.33,1,1,49.67,26.53
"2025-06-29T21:01:39.459Z","gNB_013","gNB_014",21,200,51.1,45.89,31.08,62.48,1.5550000000000002,1,0,26.53,10.59
"2025-06-29T21:01:39.459Z","UPF_010","gNB_014",12,500,35.38,45.89,46.13,62.48,1.07,0,0,11.5,10.59
"2025-06-29T21:01:39.459Z","gNB_002","gNB_015",22,100,46.28,65.02,29.24,55.02,1.395,1,0,28.94,10.31
"2025-06-29T21:01:39.459Z","gNB_009","gNB_015",27,1000,33.27,65.02,51.73,55.02,1.85,1,0,49.67,10.31
"2025-06-29T21:01:39.459Z","gNB_013","gNB_015",14,50,51.1,65.02,31.08,55.02,1.35,1,0,26.53,10.31
"2025-06-29T21:01:39.459Z","gNB_017","gNB_015",14,500,61.66,65.02,44.96,55.02,1.035,0,0,10.37,10.31
"2025-06-29T21:01:39.459Z","MONITOR_004","gNB_015",15,50,30.5,65.02,27.39,55.02,1.075,0,0,23.95,10.31
"2025-06-29T21:01:39.459Z","AMF_003","gNB_016",28,500,23.13,25.06,22.2,29.9,1.51,1,0,29.59,24.19
"2025-06-29T21:01:39.459Z","AMF_008","gNB_016",21,500,19.59,25.06,35.56,29.9,1.3199999999999998,0,0,15.35,24.19
"2025-06-29T21:01:39.459Z","SMF_003","gNB_016",20,100,37.49,25.06,55.06,29.9,1.585,0,0,24.92,24.19
"2025-06-29T21:01:39.459Z","gNB_001","gNB_018",19,200,64.6,51.12,59.83,47.45,1.6099999999999999,1,0,26.33,10.28
"2025-06-29T21:01:39.459Z","gNB_016","gNB_018",19,500,25.06,51.12,29.9,47.45,1.255,0,0,24.19,10.28
"2025-06-29T21:01:39.459Z","UPF_003","gNB_018",13,50,56.89,51.12,68.58,47.45,1.0350000000000001,0,0,17.71,10.28
"2025-06-29T21:01:39.459Z","AMF_001","gNB_018",18,500,21.45,51.12,35.41,47.45,1.625,0,0,24.82,10.28
"2025-06-29T21:01:39.459Z","SMF_002","gNB_018",19,100,21.8,51.12,57.13,47.45,1.15,0,0,23.14,10.28
"2025-06-29T21:01:39.459Z","gNB_020","gNB_019",21,1000,66.19,26.42,68.89,24.75,1.58,0,0,19.61,17.12
"2025-06-29T21:01:39.459Z","gNB_009","gNB_020",33,100,33.27,66.19,51.73,68.89,2.1950000000000003,1,0,49.67,19.61
"2025-06-29T21:01:39.459Z","gNB_015","gNB_020",15,50,65.02,66.19,55.02,68.89,1.215,0,0,10.31,19.61
"2025-06-29T21:01:39.459Z","UPF_002","gNB_020",15,500,57.18,66.19,24.93,68.89,1.2650000000000001,0,0,16.96,19.61
"2025-06-29T21:01:39.459Z","AMF_002","gNB_020",17,200,39.39,66.19,39.38,68.89,1.5,0,0,16.83,19.61
"2025-06-29T21:01:39.459Z","EDGE_DC_003","gNB_020",43,50,37.26,66.19,45.41,68.89,2.8099999999999996,2,0,72.05,19.61
