"timestamp","id","type","alarm_status","cpu_usage","memory_usage","latency_avg","packet_loss_rate","is_overloaded"
"2025-06-29T21:27:17.698Z","AMF_004","Node","GREEN",24.83,67.26,19.95,1.95,false
"2025-06-29T21:27:17.698Z","gNB_001","Node","GREEN",36.47,47.37,13.37,1.16,false
"2025-06-29T21:27:17.698Z","gNB_012","Node","GREEN",44.31,37.98,21.25,1.45,false
"2025-06-29T21:27:17.698Z","gNB_002","Node","YELLOW",53.21,43.68,26.52,1.88,false
"2025-06-29T21:27:17.698Z","FIREWALL_001","Node","YELLOW",55.11,35.75,47.26,2.87,false
"2025-06-29T21:27:17.698Z","AMF_002","Node","GREEN",59.58,61.77,21.84,1.72,false
"2025-06-29T21:27:17.698Z","gNB_003","Node","YELLOW",33.4,46.34,29.69,2.25,false
"2025-06-29T21:27:17.698Z","gNB_004","Node","YELLOW",44.63,46.95,28.76,1.53,false
"2025-06-29T21:27:17.698Z","FIREWALL_005","Node","GREEN",40.47,45.7,11.48,0.93,false
"2025-06-29T21:27:17.698Z","gNB_005","Node","YELLOW",30.48,67.46,27.41,1.6,false
"2025-06-29T21:27:17.698Z","AMF_001","Node","YELLOW",71.62,40.15,20.81,1.55,false
"2025-06-29T21:27:17.698Z","MONITOR_004","Node","GREEN",42.34,27.03,16.17,1.48,false
"2025-06-29T21:27:17.698Z","gNB_009","Node","GREEN",65.56,37.33,22.18,1.22,false
"2025-06-29T21:27:17.698Z","gNB_006","Node","GREEN",57.88,24.8,24.88,1.45,false
"2025-06-29T21:27:17.698Z","gNB_007","Node","GREEN",27.18,57.19,16.71,1.64,false
"2025-06-29T21:27:17.698Z","UPF_001","Node","GREEN",48.33,52.6,22.54,1.32,false
"2025-06-29T21:27:17.698Z","gNB_008","Node","GREEN",35.47,41.09,19.94,1.03,false
"2025-06-29T21:27:17.698Z","MONITOR_003","Node","YELLOW",42.4,37.64,29.44,1.94,false
"2025-06-29T21:27:17.698Z","EDGE_DC_004","Node","GREEN",55.91,69.87,14.69,1.19,false
