"timestamp","id","type","alarm_status","cpu_usage","memory_usage","latency_avg","packet_loss_rate","is_overloaded"
"2025-06-29T21:02:47.060Z","AMF_004","Node","GREEN",13.44,53.43,18.03,1.18,false
"2025-06-29T21:02:47.060Z","gNB_001","Node","GREEN",62.14,63.11,15.76,1.73,false
"2025-06-29T21:02:47.060Z","gNB_012","Node","GREEN",21.85,60.73,16.56,1.52,false
"2025-06-29T21:02:47.060Z","gNB_002","Node","YELLOW",6.97,22.08,44.01,2.7,false
"2025-06-29T21:02:47.060Z","FIREWALL_001","Node","YELLOW",25.22,20.45,27.89,2.06,false
"2025-06-29T21:02:47.060Z","AMF_002","Node","GREEN",48.99,31.62,10.05,1.13,false
"2025-06-29T21:02:47.060Z","gNB_003","Node","YELLOW",57.51,59.86,27.89,2.1,false
"2025-06-29T21:02:47.060Z","gNB_004","Node","YELLOW",34.04,63.19,38.78,2.12,false
"2025-06-29T21:02:47.060Z","FIREWALL_005","Node","GREEN",14.22,33.75,10.42,1,false
"2025-06-29T21:02:47.060Z","gNB_005","Node","YELLOW",76.19,32.36,21.32,1.6,false
"2025-06-29T21:02:47.060Z","AMF_001","Node","YELLOW",13.92,28.71,29.33,2.09,false
"2025-06-29T21:02:47.060Z","MONITOR_004","Node","GREEN",22.68,33.71,22.85,1.58,false
"2025-06-29T21:02:47.060Z","gNB_009","Node","GREEN",16.07,55.22,22.28,1.51,false
"2025-06-29T21:02:47.060Z","gNB_006","Node","YELLOW",71.42,52.29,13.46,1.53,false
"2025-06-29T21:02:47.060Z","gNB_007","Node","GREEN",58.96,27.64,23.76,1.28,false
"2025-06-29T21:02:47.060Z","UPF_001","Node","GREEN",28.6,36.61,18.62,1.49,false
"2025-06-29T21:02:47.060Z","gNB_008","Node","GREEN",9.69,30,21.94,1.55,false
"2025-06-29T21:02:47.060Z","MONITOR_003","Node","GREEN",29.08,26.2,21.56,2.08,false
"2025-06-29T21:02:47.060Z","EDGE_DC_004","Node","GREEN",28.27,68.83,21.1,1.66,false
"2025-06-29T21:02:47.060Z","EDGE_DC_006","Node","YELLOW",0,30.95,28.56,1.86,false
"2025-06-29T21:02:47.060Z","AMF_007","Node","GREEN",0,51.1,24.36,2.04,false
"2025-06-29T21:02:47.060Z","gNB_010","Node","GREEN",0,23.62,22.93,1.72,false
"2025-06-29T21:02:47.060Z","gNB_013","Node","RED",46.63,22.64,70.73,4.52,false
"2025-06-29T21:02:47.060Z","SMF_003","Node","GREEN",0,48.71,15.61,1.07,false
"2025-06-29T21:02:47.060Z","CORE_DC_003","Node","GREEN",36.29,26.28,20.65,1.14,false
"2025-06-29T21:02:47.060Z","gNB_014","Node","RED",51.47,59.79,54.64,2.96,false
"2025-06-29T21:02:47.060Z","UPF_010","Node","GREEN",23.54,50.67,17.76,1.42,false
"2025-06-29T21:02:47.060Z","gNB_015","Node","YELLOW",83.33,55.96,11.96,1.21,false
"2025-06-29T21:02:47.060Z","gNB_017","Node","RED",59.2,53.17,58.65,3.46,false
"2025-06-29T21:02:47.060Z","AMF_003","Node","YELLOW",21.05,20.98,27.38,2.05,false
"2025-06-29T21:02:47.060Z","gNB_016","Node","GREEN",0,26.68,14.37,1.55,false
"2025-06-29T21:02:47.060Z","AMF_008","Node","GREEN",13.45,30.49,24.43,1.91,false
"2025-06-29T21:02:47.060Z","gNB_018","Node","GREEN",62.06,50.94,18.78,1.72,false
"2025-06-29T21:02:47.060Z","UPF_003","Node","GREEN",55.1,73.5,20.34,1.46,false
"2025-06-29T21:02:47.060Z","SMF_002","Node","GREEN",22.01,51.93,13.29,1.01,false
"2025-06-29T21:02:47.060Z","gNB_020","Node","YELLOW",84,71.93,17.9,1.38,false
"2025-06-29T21:02:47.060Z","gNB_019","Node","GREEN",13.45,23.39,23.59,2.01,false
"2025-06-29T21:02:47.060Z","UPF_002","Node","GREEN",33.28,21.74,13.52,1.62,false
"2025-06-29T21:02:47.060Z","EDGE_DC_003","Node","YELLOW",9.34,40.56,25.79,1.7,false
"2025-06-29T21:02:47.060Z","EDGE_DC_005","Node","YELLOW",30.98,58.79,28.59,2.16,false
"2025-06-29T21:02:47.060Z","MONITOR_002","Node","YELLOW",21.32,52.1,29.03,1.98,false
"2025-06-29T21:02:47.060Z","UPF_004","Node","YELLOW",73.57,65.16,13.49,0.75,false
"2025-06-29T21:02:47.060Z","UPF_008","Node","GREEN",0,17.69,16.98,1.36,false
"2025-06-29T21:02:47.060Z","UPF_005","Node","GREEN",18.93,39.77,13.89,0.82,false
"2025-06-29T21:02:47.060Z","UPF_006","Node","YELLOW",60.01,20.98,26.26,1.41,false
"2025-06-29T21:02:47.060Z","SMF_006","Node","YELLOW",31.38,24.33,29.28,2.24,false
"2025-06-29T21:02:47.060Z","SMF_007","Node","YELLOW",79.1,57.72,18.18,0.95,false
"2025-06-29T21:02:47.060Z","UPF_009","Node","YELLOW",10.52,31.35,29.11,1.54,false
"2025-06-29T21:02:47.060Z","UPF_007","Node","YELLOW",26.4,52.55,25.23,1.71,false
"2025-06-29T21:02:47.060Z","AMF_005","Node","GREEN",8.34,68.35,17.52,1.1,false
"2025-06-29T21:02:47.060Z","CORE_DC_001","Node","YELLOW",70.38,41.87,18.92,1.08,false
"2025-06-29T21:02:47.060Z","AMF_006","Node","GREEN",39.51,42.64,22.76,1.55,false
"2025-06-29T21:02:47.060Z","CORE_DC_004","Node","GREEN",61.52,38.12,11.75,1.45,false
"2025-06-29T21:02:47.060Z","gNB_011","Node","GREEN",47.83,55.25,22.52,1.45,false
"2025-06-29T21:02:47.060Z","SMF_001","Node","GREEN",36.71,48.74,17.5,1.07,false
"2025-06-29T21:02:47.060Z","FIREWALL_004","Node","GREEN",22.01,50.34,23.27,2.12,false
"2025-06-29T21:02:47.060Z","SMF_004","Node","GREEN",17.21,44.34,24.43,1.94,false
"2025-06-29T21:02:47.060Z","CORE_DC_002","Node","GREEN",20.83,16.53,11.86,1.3,false
"2025-06-29T21:02:47.060Z","SMF_005","Node","YELLOW",27.94,38.96,28.21,1.69,false
