"timestamp","id","type","alarm_status","cpu_usage","memory_usage","latency_avg","packet_loss_rate","is_overloaded"
"2025-06-30T07:51:45.180Z","AMF_004","Node","GREEN",26.53,69.34,19.78,1.74,false
"2025-06-30T07:51:45.180Z","gNB_001","Node","GREEN",67.01,52.56,14.74,0.78,false
"2025-06-30T07:51:45.180Z","gNB_012","Node","GREEN",36.27,65.59,10.22,0.78,false
"2025-06-30T07:51:45.180Z","gNB_002","Node","YELLOW",41.66,64.03,29.63,1.66,false
"2025-06-30T07:51:45.180Z","FIREWALL_001","Node","GREEN",23.31,47.22,12.8,1.42,false
"2025-06-30T07:51:45.180Z","AMF_002","Node","GREEN",48.29,44.79,13.27,1.13,false
"2025-06-30T07:51:45.180Z","gNB_003","Node","GREEN",58.2,31.45,22,1.44,false
"2025-06-30T07:51:45.180Z","gNB_004","Node","GREEN",21.85,38.52,19.13,1.38,false
"2025-06-30T07:51:45.180Z","FIREWALL_005","Node","GREEN",50.06,27.99,13.07,0.68,false
"2025-06-30T07:51:45.180Z","gNB_005","Node","GREEN",20.67,20.13,16.34,1.68,false
"2025-06-30T07:51:45.180Z","AMF_001","Node","YELLOW",24.62,20.36,27.05,1.48,false
"2025-06-30T07:51:45.180Z","MONITOR_004","Node","GREEN",54.7,36.06,17.01,1.78,false
"2025-06-30T07:51:45.180Z","gNB_009","Node","GREEN",32.6,30.13,20.7,1.47,false
"2025-06-30T07:51:45.180Z","gNB_006","Node","GREEN",36.08,24.38,16.12,1.34,false
"2025-06-30T07:51:45.180Z","gNB_007","Node","GREEN",18.57,39.93,17.94,1.24,false
"2025-06-30T07:51:45.180Z","UPF_001","Node","YELLOW",19.6,55.95,27.4,1.64,false
"2025-06-30T07:51:45.180Z","gNB_008","Node","GREEN",57.99,47.58,23.89,1.32,false
"2025-06-30T07:51:45.180Z","MONITOR_003","Node","GREEN",43.13,58.3,24.89,2.23,false
"2025-06-30T07:51:45.180Z","EDGE_DC_004","Node","RED",24.77,30.14,75.55,3.96,false
"2025-06-30T07:51:45.180Z","EDGE_DC_006","Node","YELLOW",29.4,29.47,25.33,1.41,false
"2025-06-30T07:51:45.180Z","AMF_007","Node","YELLOW",55.68,39.16,29.03,1.62,false
"2025-06-30T07:51:45.180Z","gNB_010","Node","GREEN",32.05,45.64,18.85,1.82,false
"2025-06-30T07:51:45.180Z","gNB_013","Node","GREEN",32.12,51.03,22.44,1.69,false
"2025-06-30T07:51:45.180Z","SMF_003","Node","YELLOW",28.46,19.82,27.31,1.47,false
"2025-06-30T07:51:45.180Z","CORE_DC_003","Node","GREEN",31.52,27.36,13.77,1.04,false
"2025-06-30T07:51:45.180Z","gNB_014","Node","GREEN",31.52,25.9,13.7,1.54,false
"2025-06-30T07:51:45.180Z","UPF_010","Node","GREEN",18.3,50.69,18.94,1.12,false
"2025-06-30T07:51:45.180Z","gNB_015","Node","GREEN",37.35,55.48,24.51,1.86,false
"2025-06-30T07:51:45.180Z","gNB_017","Node","YELLOW",22.57,60.13,25.44,2.14,false
"2025-06-30T07:51:45.180Z","AMF_003","Node","GREEN",58.75,62.62,19.66,1.38,false
"2025-06-30T07:51:45.180Z","gNB_016","Node","GREEN",35.69,41.65,13.61,0.92,false
"2025-06-30T07:51:45.180Z","AMF_008","Node","GREEN",41.95,68.1,14.79,1.67,false
"2025-06-30T07:51:45.180Z","gNB_018","Node","GREEN",34.93,39.56,19.9,1.18,false
"2025-06-30T07:51:45.180Z","UPF_003","Node","YELLOW",36.03,37.93,25.5,2.08,false
"2025-06-30T07:51:45.180Z","SMF_002","Node","GREEN",37.61,35.72,22.34,2.11,false
"2025-06-30T07:51:45.180Z","gNB_020","Node","YELLOW",44.58,33.67,27.57,2.32,false
"2025-06-30T07:51:45.180Z","gNB_019","Node","YELLOW",60.59,23.29,26.01,2.18,false
"2025-06-30T07:51:45.180Z","UPF_002","Node","GREEN",62.22,45.91,10.82,0.74,false
"2025-06-30T07:51:45.180Z","EDGE_DC_003","Node","GREEN",50.95,54.96,20.67,1.62,false
"2025-06-30T07:51:45.180Z","EDGE_DC_005","Node","GREEN",26.18,53.62,19.2,1.66,false
"2025-06-30T07:51:45.180Z","MONITOR_002","Node","GREEN",54.79,25.61,11.03,0.77,false
"2025-06-30T07:51:45.180Z","UPF_004","Node","GREEN",36.28,45.13,13.71,1.46,false
"2025-06-30T07:51:45.180Z","UPF_008","Node","GREEN",42.05,53.86,11.75,1.17,false
"2025-06-30T07:51:45.180Z","UPF_005","Node","GREEN",50.99,51.26,20.64,1.52,false
"2025-06-30T07:51:45.180Z","UPF_006","Node","YELLOW",20.01,64.62,26.29,1.96,false
"2025-06-30T07:51:45.180Z","SMF_006","Node","GREEN",50.17,33.95,23.92,1.4,false
"2025-06-30T07:51:45.180Z","SMF_007","Node","RED",26.94,24.35,67.7,3.95,false
"2025-06-30T07:51:45.180Z","UPF_009","Node","GREEN",22.69,38.51,21.9,1.68,false
"2025-06-30T07:51:45.180Z","UPF_007","Node","GREEN",43.86,29.86,21.25,1.88,false
"2025-06-30T07:51:45.180Z","AMF_005","Node","GREEN",39.09,38.19,22.27,2.1,false
"2025-06-30T07:51:45.180Z","CORE_DC_001","Node","YELLOW",36.41,51.73,29.9,2.17,false
"2025-06-30T07:51:45.180Z","AMF_006","Node","YELLOW",56.3,19.12,26.36,1.45,false
"2025-06-30T07:51:45.180Z","CORE_DC_004","Node","YELLOW",30.46,27.63,29.19,2.12,false
"2025-06-30T07:51:45.180Z","gNB_011","Node","GREEN",42.28,68.21,11.3,1.43,false
"2025-06-30T07:51:45.180Z","SMF_001","Node","GREEN",63.47,60.44,19.46,1.65,false
"2025-06-30T07:51:45.180Z","FIREWALL_004","Node","YELLOW",33.48,64.8,25.96,1.75,false
"2025-06-30T07:51:45.180Z","SMF_004","Node","GREEN",21.22,66.42,24.59,1.99,false
"2025-06-30T07:51:45.180Z","CORE_DC_002","Node","GREEN",37.64,49.02,11.04,0.89,false
"2025-06-30T07:51:45.180Z","SMF_005","Node","GREEN",24.13,24.76,17.75,1.36,false
"2025-06-30T07:51:45.180Z","EDGE_DC_001","Node","GREEN",44.16,27.51,21.33,1.16,false
"2025-06-30T07:51:45.180Z","EDGE_DC_002","Node","GREEN",55.95,28.09,20.96,1.97,false
"2025-06-30T07:51:45.180Z","FIREWALL_002","Node","YELLOW",26.46,49.77,29.19,1.85,false
"2025-06-30T07:51:45.180Z","MONITOR_005","Node","GREEN",46.66,24.58,14.3,1.14,false
"2025-06-30T07:51:45.180Z","EDGE_DC_007","Node","GREEN",41.29,44.94,23.99,2.16,false
"2025-06-30T07:51:45.180Z","EDGE_DC_008","Node","GREEN",27.15,28.84,17.52,1.22,false
"2025-06-30T07:51:45.180Z","MONITOR_001","Node","YELLOW",62.86,67.49,27.89,2.38,false
"2025-06-30T07:51:45.180Z","FIREWALL_003","Node","GREEN",42.79,60.55,10.35,1.2,false
"2025-06-30T07:51:50.183Z","AMF_004","Node","GREEN",24.59,70.32,10.99,1.28,false
"2025-06-30T07:51:50.183Z","gNB_001","Node","GREEN",65.73,51.8,13.4,1.04,false
"2025-06-30T07:51:50.183Z","gNB_012","Node","YELLOW",34.11,66.04,29.32,1.93,false
"2025-06-30T07:51:50.183Z","gNB_002","Node","GREEN",39.85,64.92,23.86,1.42,false
